Genotype,File,Batch,Replicate,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,Solar.month,Solar.day,Lunar.cycle,Lunar.day,Hour,Minute
B73,S2_B73-10Aug_B73_B7_B6_B5_B4_B1_A6_A1.csv,S2,A1,11.47118802,10.07431691,10.94635868,11.17496884,12.17076948,12.4068281,12.47443712,12.99582871,13.96871105,15.7517557,17.43739754,17.84018687,19.64042026,20.43052906,23.55544087,24.97121959,27.53520572,28.97963232,30.03043692,33.24587606,32.38930416,34.60779674,35.92330784,37.95043252,40.09730538,42.46075628,45.09521622,46.06695264,46.77398256,46.87654201,47.65461869,49.06867853,52.18385006,51.4258269,52.90520393,53.15787832,55.16953314,53.82480119,55.93500475,56.37274451,57.91457393,57.11988147,56.64146171,55.93385883,57.10555753,56.69990341,55.00738608,56.03298053,53.69072907,55.47262781,54.02590938,53.34122481,53.06391324,51.54958579,50.39507583,49.07612698,49.74992535,48.80970161,48.48769933,47.49419051,46.89716849,S8,S10,L8,L16,13,0
B73,S2_B73-12July_B7_B4_B3_A4_A3_A2_A1.csv,S2,B7,2.860148018,3.332150649,2.643512675,4.755721587,4.725011049,2.377660258,3.945387377,5.546231457,5.864795991,9.756898293,11.72672719,15.02696409,18.1329683,23.39157494,26.19104673,27.61713868,32.74110024,35.73537768,41.77377989,44.79613225,48.39889087,51.36795816,54.10268572,55.35631738,55.91953489,60.01159946,58.31564439,57.68539081,60.57882768,59.16362193,61.12313758,60.68768966,59.2209177,61.10021927,60.79082206,57.69112039,59.33550926,58.79119936,57.08206626,58.68233738,58.51045004,57.89165562,57.36453445,56.94914005,55.22339117,54.55761421,53.12980338,53.55780286,53.71593921,54.23503897,52.86280505,52.91609013,51.06027983,53.31372284,51.24190745,51.90138187,54.07002713,53.87464852,52.11394921,55.96766334,53.27304283,S7,S12,L7,L16,13,0
B73,S2_B73-12July_B7_B4_B3_A4_A3_A2_A1.csv,S2,B4,4.631504337,4.06943274,3.271990081,4.350640426,4.02680468,3.056042288,4.19107168,6.081946995,7.332713862,9.583865039,11.27695532,14.78059224,16.97387468,19.25825741,22.80887687,26.9897499,29.91871015,32.10454413,34.99740804,37.75161616,39.9042186,44.66148717,45.51347541,45.58165739,47.99209084,46.86221806,46.70121692,47.03582428,47.41626825,48.07860746,48.36279453,48.35305425,47.86718604,45.67103881,44.94280945,45.97184165,46.2955628,45.7185943,46.84445637,45.82000783,46.82554876,48.30607171,48.79996133,48.53239004,50.17677891,50.8488584,52.87655604,53.42946031,55.05207679,54.47797308,55.67430895,54.18404573,53.29596115,52.39527149,50.51539697,49.25660869,45.85323939,44.74571197,42.83260589,42.83317885,40.19585412,S7,S12,L7,L16,13,0
B73,S2_B73-12July_B7_B4_B3_A4_A3_A2_A1.csv,S2,B3,6.067050093,6.491611819,6.926486785,7.587680081,8.742190038,7.951508281,10.21125382,10.9079705,12.54204614,14.28040009,18.1438545,21.27048519,23.91869612,27.18054484,30.39827582,33.05622703,36.46933662,39.35589799,42.33814331,44.88952438,47.10286034,50.39564879,52.11051147,52.61184954,56.61052199,56.96002625,56.67297439,60.03451777,59.65636563,59.16362193,61.18616294,59.78241634,61.04292349,60.38402203,59.74803888,62.17737993,61.33513197,63.66134062,63.1456786,62.20029824,63.74155471,63.97073783,61.84506441,62.34353769,62.00549259,58.13229789,58.05781338,55.58664641,54.21326658,52.4766315,51.51520832,50.39564879,50.18938398,50.44778795,51.33931027,51.84981567,53.76693245,55.42679119,56.44092648,58.06927254,59.89127833,S7,S12,L7,L16,13,0
B73,S2_B73-12July_B7_B4_B3_A4_A3_A2_A1.csv,S2,A4,0.326935447,0.326505729,-0.220583022,0.049643928,-0.817496182,1.478288407,1.078707641,4.358833722,6.30941124,7.526946555,9.515110104,13.20553126,14.97024127,16.52238394,19.91544,22.26800471,23.54226284,27.09517413,28.97161091,32.19106076,35.87460643,37.42331135,38.79955597,43.26748086,43.60781779,45.68249796,46.70637354,46.80492228,50.18136257,51.07574969,50.90959193,52.79576899,52.45142136,54.0608598,54.24306038,54.87617874,56.48619015,56.38248479,56.21689998,57.19780373,57.34161614,57.49058516,55.8433315,56.62771072,56.44092648,56.33722112,56.36586901,58.3901289,57.49058516,58.00624718,58.01197676,58.29845565,57.50204432,58.06927254,57.58225841,58.13229789,57.33015698,57.58225841,57.25280768,57.86873731,57.86300773,S7,S12,L7,L16,13,0
B73,S2_B73-12July_B7_B4_B3_A4_A3_A2_A1.csv,S2,A3,-6.80043607,-9.34207685,-1.657681493,-0.721583047,-0.053065632,-0.833252521,-0.221717478,1.096469333,2.885071682,6.754599447,8.684894259,11.83329734,15.08139508,17.29587696,15.99411685,20.67174429,23.90723696,27.20804682,30.01496706,32.48384219,35.21971567,36.857802,40.48863555,43.84158457,53.70218822,55.81411065,54.30780461,52.86165914,53.28793974,53.74057639,52.61528728,52.54538643,52.60096334,50.1727682,51.97013681,50.9697525,50.96115813,50.43403696,49.1912915,50.52800204,48.70141259,50.37903301,48.96783796,39.18114586,39.17312445,40.46113358,43.50296651,44.2117153,46.47260676,45.84865572,50.05015524,50.78067642,52.36490473,53.92163106,53.10344733,53.24153015,49.65767915,42.81713603,39.70883999,49.63590675,46.68517411,S7,S12,L7,L16,13,0
B73,S2_B73-12July_B7_B4_B3_A4_A3_A2_A1.csv,S2,A2,1.276492672,0.945323066,2.478730013,2.111062996,3.080794064,2.852069313,3.854172496,3.217673682,4.503219087,4.106789588,5.664661833,6.229770106,8.254029997,8.949027802,8.986270059,11.03058347,11.10564094,13.18375887,14.24029304,15.33693426,17.09362286,18.16562689,19.26341403,20.15379044,21.67957705,21.72083001,23.04035182,25.38661399,25.65475823,26.29589801,28.96931908,29.13719571,29.30965601,29.71129942,31.77280157,33.11696056,33.02528731,32.94851097,32.83391941,34.89083789,34.07952965,34.93037198,35.19966214,35.16643059,35.08564354,35.92216192,35.39733258,36.12097828,36.42063521,36.80852763,36.27109322,38.24493282,37.70062292,37.20845217,38.853414,39.3788163,39.72029915,39.61258308,38.46724045,38.73080104,41.1939466,S7,S12,L7,L16,13,0
B73,S2_B73-12July_B7_B4_B3_A4_A3_A2_A1.csv,S2,A1,6.428586461,10.4925761,9.97863296,10.83864261,10.76358514,12.99468279,12.80446081,13.69999384,14.8178345,17.35259978,20.4517285,21.9328244,25.49375709,28.04513816,30.62344823,34.26688685,36.01326221,40.13855834,44.55147928,46.46974197,49.41417208,53.92678768,56.34925324,58.73963316,60.6762305,61.48983057,63.60977442,63.41496877,64.73277169,65.99327884,67.48296911,69.05860305,67.18503106,69.7977186,67.91268746,67.85539168,66.64072115,67.95852408,64.97341397,65.16821962,64.56088436,63.28891805,63.11130113,62.80190392,61.86225314,61.62161087,62.79044477,62.6013687,63.45507581,64.72131254,55.33168019,57.05169949,65.75836615,65.39167316,69.49978055,70.78320601,72.5536456,71.65410186,72.93179774,73.79696401,71.71139764,S7,S12,L7,L16,13,0
B73,S2_B73-12Sep_B7_B6_B5_B4_A3_A2_A1.csv,S2,B7,1.924966304,1.339002367,0.080277117,-1.039517328,-1.060086513,-2.285127574,-1.550996751,-1.368910764,-1.141503815,0.134988857,3.095003418,3.995062818,6.356966737,8.636765804,11.76167762,13.18433182,16.45420196,19.66219266,22.08179342,25.18321397,26.74280509,32.12287878,34.68400013,38.84596555,41.19337364,44.95140382,48.01615506,50.75718516,54.207537,56.30971915,58.68233738,61.0142756,62.18310951,63.49518286,62.48677714,64.9390365,65.40886189,64.46921111,65.01925059,65.63231543,64.88174072,65.01925059,65.29999991,65.71252952,65.34010696,63.51237159,64.56088436,64.94476608,63.07119409,63.15713776,63.87906458,60.94552067,61.52993762,61.99403343,60.07462482,60.83092911,57.46766685,57.09180654,56.81105722,56.88840652,55.74535572,S9,S12,L9,L18,13,0
B73,S2_B73-12Sep_B7_B6_B5_B4_A3_A2_A1.csv,S2,B6,0.1523151,0.279093472,0.258254997,-0.16493736,0.161184487,2.257912079,1.581649993,3.011981833,5.131581901,7.16942089,8.691196794,10.74295866,16.23934279,18.53403876,21.32147843,24.29341051,28.0554514,32.52337628,35.35378779,38.58526976,39.58565407,43.38837495,45.01843988,46.89716849,50.30168371,51.96440723,52.33167318,53.33263044,54.56620858,54.33874433,56.44436423,55.97625771,56.24726675,54.30207503,54.56506266,53.80875837,52.24401063,51.25737731,50.78296826,50.27991131,50.37960597,48.30492579,49.09331572,47.69587166,47.0925471,46.84388341,47.25698598,46.86909356,45.96324728,47.82134941,46.57000959,46.46000169,48.81772302,48.27455903,48.45790552,50.56868204,48.96554613,50.10573214,49.73674732,50.97433616,50.35210399,S9,S12,L9,L18,13,0
B73,S2_B73-12Sep_B7_B6_B5_B4_A3_A2_A1.csv,S2,B5,-10.05082564,-11.60468718,-13.83062822,-14.91982099,-14.92268577,-16.72234621,-16.70687635,-15.65893654,-12.9471273,-10.47424145,-7.280001745,-5.319454762,-3.383602259,0.155483557,1.860393961,4.865786779,7.339016398,9.611367013,13.21641746,16.3802904,19.06517063,21.54092127,24.91163197,27.82168462,31.16489335,33.70882596,34.61696407,37.83641392,38.46151087,39.37996222,42.08088526,43.44853552,44.91015086,47.92390886,48.37024298,50.24095018,50.41226456,51.65443706,50.90271644,50.91875925,52.564867,51.57766072,51.74954806,52.49611206,52.60726588,53.62827667,53.23293579,54.71861535,53.34065185,54.09523727,53.59160737,52.03488104,52.42850304,51.06142574,49.25947348,47.44377023,47.06218033,46.13742645,44.56293843,42.73291123,43.07840478,S9,S12,L9,L18,13,0
B73,S2_B73-12Sep_B7_B6_B5_B4_A3_A2_A1.csv,S2,B4,5.308110197,4.941417208,4.316434845,4.350411243,3.756769671,4.95768921,3.59021084,4.183451341,6.41082477,8.246581545,11.38123364,13.99334823,16.71776255,20.28843553,23.4694972,26.2512073,30.37191976,33.14961915,36.93457835,39.98672452,45.39544611,48.24361931,50.19224877,52.28984726,54.47568125,58.88287261,60.60747557,61.72474327,62.42948136,64.57234351,67.44859164,68.83514951,71.4879441,71.79161173,71.54523988,74.24387109,72.74845125,73.48183723,75.18925146,73.4360006,75.04601201,72.19841176,73.07503719,73.13233297,71.06968491,71.34470465,68.44553821,69.1216284,67.55745362,66.41726761,65.79274361,63.76447302,63.11703071,61.70182496,61.11167843,60.0287882,60.18921638,59.54177407,57.9489514,57.79425279,56.72282172,S9,S12,L9,L18,13,0
B73,S2_B73-12Sep_B7_B6_B5_B4_A3_A2_A1.csv,S2,A3,-2.727450992,-3.787480209,-3.481348859,-5.296078084,-4.614430195,-6.308265324,-5.826980776,-4.091090545,-4.117503899,-2.704704568,-0.304899491,0.71149899,3.45757111,6.941956646,8.012241807,10.78822232,11.73417564,14.98571113,16.17058785,17.63793277,20.32281299,21.48763619,23.89692372,25.71262697,28.70346666,31.82207594,33.29686931,36.07055799,37.45310515,40.04974988,41.53371057,42.4361191,43.06579971,45.00526185,46.26462308,46.50813015,48.19663677,49.2686408,49.1397253,50.75603924,49.9080617,50.95084489,50.45466344,52.19072556,51.82059482,52.31448444,52.69320954,52.35115374,52.50184164,52.08300949,51.41379479,50.55493105,49.38667011,48.22757649,47.5119522,46.45083437,44.77951648,43.47775637,41.80242777,40.72469416,39.0041019,S9,S12,L9,L18,13,0
B73,S2_B73-12Sep_B7_B6_B5_B4_A3_A2_A1.csv,S2,A2,-4.607325518,-4.847509426,-4.070807839,-4.43841756,-4.29248521,-3.086523642,-2.82874993,-3.035874173,-1.424258487,0.139520953,0.921201543,2.791278491,5.391819331,8.242570841,11.11308939,13.9394902,16.67937437,19.17747036,22.11101427,24.48134067,28.4381872,32.02948666,35.76860923,39.25964108,41.83565933,43.90346401,47.40423614,48.95924359,50.9330832,51.90768441,55.55112303,56.82939187,56.91934624,56.8316837,58.18959367,58.95735712,59.57615154,60.4699657,58.73963316,59.20945855,57.17946908,58.21251199,56.69990341,56.8574668,56.99268484,57.10097386,57.65674292,56.50223297,56.33149154,57.0339378,56.47014733,56.51140029,57.93749224,59.43291209,59.86836001,59.35842758,60.31526709,60.28088963,60.71633755,60.6762305,59.83971212,S9,S12,L9,L18,13,0
B73,S2_B73-12Sep_B7_B6_B5_B4_A3_A2_A1.csv,S2,A1,3.234633232,3.750982797,3.250446868,3.090534347,2.623000786,3.24471729,4.519376496,4.841378777,5.919226981,6.78496621,7.152232157,9.441198548,10.83864261,14.16695444,14.73074491,15.93682107,19.01761514,20.25864172,21.19542772,24.97694916,27.12210315,28.61637708,33.01096337,34.28980517,35.7107405,39.31579094,42.26938838,43.38780199,44.57840829,46.16722026,49.86050621,50.79557333,52.75337011,54.68767563,55.22797483,55.22912075,58.02343591,59.42145293,58.45888384,60.16629807,58.66514864,60.04597693,60.0287882,58.11510916,59.52458534,57.08836879,58.09792043,57.28317444,57.60517672,54.96384129,55.07957876,52.79977969,53.19397466,50.0656251,49.52990956,48.79480471,48.06542943,46.97222596,46.89888736,44.81503986,42.87500477,S9,S12,L9,L18,13,0
B73,S2_B73-14Aug_B8_B6_B5_B4_B2_A3_A1.csv,S2,B8,5.932977969,6.789549872,5.855055708,6.905287347,6.088822489,6.23148898,6.894401149,7.288023154,8.176680694,10.17916819,12.05961567,14.62245589,16.2473642,18.30256381,20.52506709,22.13794329,24.94429057,28.66106779,32.18533118,34.9097455,38.37212946,41.05242602,45.03963932,47.31313585,49.87483015,51.88018243,55.10708074,58.92870923,59.98295157,61.17470379,63.83322796,63.89625331,66.11359998,64.95622523,66.68655778,67.67777476,67.36264797,69.38518899,69.1216284,70.53110458,70.45089049,71.24157225,72.82293576,74.35273307,74.24387109,74.79391058,75.77939798,75.44135288,74.59337535,74.15792742,72.16976387,71.05822575,68.97265938,68.39970158,65.39740274,64.26867588,62.71023068,61.85079398,59.87981917,59.03184163,57.86873731,S8,S14,L8,L19,13,0
B73,S2_B73-14Aug_B8_B6_B5_B4_B2_A3_A1.csv,S2,B6,-6.471558296,-6.041266992,-5.805781338,-5.557747909,-3.970311041,-4.504823368,-3.885742471,-2.770594714,-1.419216459,-1.130674913,0.594329121,2.247770726,4.420254798,6.496195481,8.589210307,9.961444226,12.75862418,14.12971219,17.7393463,19.26742473,21.36960688,25.16029566,26.13948053,30.42806963,31.71837058,34.50237251,35.82017544,36.9786961,40.73787219,42.45846445,42.46877769,42.44299459,44.55147928,45.4538878,44.66206013,46.69319551,46.09674645,46.20102477,47.46611558,47.58299897,47.37501529,48.10897423,50.10687806,50.7823953,49.78659465,49.97280593,50.1687575,49.18212418,48.1880424,48.84350612,47.55664291,45.99934362,46.18498195,45.62176444,44.86660606,44.79040268,43.81408259,44.92332889,43.81179076,43.04631915,44.47699476,S8,S14,L8,L19,13,0
B73,S2_B73-14Aug_B8_B6_B5_B4_B2_A3_A1.csv,S2,B5,-0.844654382,-0.600001403,0.356127647,-0.723932174,-0.927045713,-0.901606386,-0.234293902,-0.548016942,1.959630251,3.556692809,4.794281647,6.19252785,7.270261462,9.713353501,10.39230849,12.51569008,12.79414757,14.82069929,17.33311922,19.70688336,19.62151265,21.72942438,24.83600155,27.0413161,26.88661749,29.83563127,30.71798627,32.20882245,34.0422874,34.59003505,36.23499688,36.993593,38.94107655,38.5887075,40.50353245,40.3413854,41.62710269,41.50563564,40.03256115,41.56751508,41.80357369,40.65593923,39.89104057,41.05930151,41.36411506,39.89046761,40.63875049,41.34749929,40.09329467,39.3639194,39.70540224,40.38091949,38.9227419,42.0465078,41.43287,41.88149595,41.88206891,40.90861361,41.01919447,40.19871891,40.48577076,S8,S14,L8,L19,13,0
B73,S2_B73-14Aug_B8_B6_B5_B4_B2_A3_A1.csv,S2,B4,2.374222511,1.665301832,1.683521889,1.617058785,2.069351669,1.617287968,0.279225252,2.078518993,2.548802752,3.008715974,5.715082119,6.733972966,8.779432295,9.991810989,11.32107307,12.78096954,16.83292706,17.90664997,21.25730716,24.91678859,27.17825301,31.42730802,34.64332012,37.32762739,39.95750367,42.52893826,46.33681577,48.96955683,50.94339644,54.1708677,56.17450111,56.92163807,57.8973852,61.05438265,61.30648408,64.09105896,65.0937351,65.10519426,66.35424225,66.53758875,67.75225927,68.76639457,68.83514951,69.90085101,70.29619188,69.97533552,70.17014117,70.7087215,69.53415802,70.00971299,69.66020873,67.80382548,66.98449583,66.77250144,66.24538027,64.41191533,63.67852935,62.30343064,60.53872063,60.01732904,58.65941907,S8,S14,L8,L19,13,0
B73,S2_B73-14Aug_B8_B6_B5_B4_B2_A3_A1.csv,S2,B2,-2.550750808,-2.88902509,-3.039712991,-3.502319114,-2.710606033,-3.004934452,-2.7504266,-0.732469245,0.371041739,2.185833988,2.712382202,6.06246643,8.185275061,11.31763533,12.74831094,16.30064927,18.66410018,21.93454327,24.94142578,28.38891283,31.19010349,34.28407559,36.71971917,40.22221018,44.44720096,46.95790202,49.58663238,53.53431159,56.26216365,57.74841617,60.33245583,60.9111432,63.43788708,62.61282785,64.44056322,62.85347013,63.15713776,65.12238299,64.37180828,65.37448442,66.27402816,66.57769579,65.94744222,66.01046758,66.10214082,65.6666929,65.91879433,63.36913214,62.22894613,61.65025876,59.85117128,57.61663588,56.5194217,54.64298492,52.32823543,50.33949892,48.70599625,47.79270152,45.26137398,44.01118008,43.19987184,S8,S14,L8,L19,13,0
B73,S2_B73-14Aug_B8_B6_B5_B4_B2_A3_A1.csv,S2,A3,-3.633469154,-2.981385887,-3.099529784,-4.32777941,-5.090787306,-3.861792835,-3.917427037,-3.279954194,-2.379493723,-0.800937702,0.653916732,0.934494164,2.311426337,4.31786724,6.591879433,8.699791161,10.14822847,11.51415985,13.10698252,14.76512238,16.53441605,18.23953845,19.80027548,22.07549089,21.93454327,25.25082299,26.20708955,26.78921467,27.93627617,28.23536014,30.2315451,30.51057555,33.14446253,33.52204172,35.4609309,35.11772918,37.89428265,37.56024826,38.4013503,40.63760458,40.06292791,40.37289808,39.50773181,39.62289632,41.4953224,42.57935855,42.25506443,42.37538557,42.60055798,41.52912691,43.13455465,44.0679029,42.99360703,42.82515744,44.82936381,45.65155824,44.57038688,45.56160387,46.39239267,46.81466257,47.11661132,S8,S14,L8,L19,13,0
B73,S2_B73-14Aug_B8_B6_B5_B4_B2_A3_A1.csv,S2,A1,-10.13103973,-10.99104938,-10.76874176,-10.92286741,-10.01759409,-11.72844607,-11.19788715,-9.174773173,-9.92133718,-9.263008674,-8.455138183,-7.281720618,-7.359069921,-4.52149644,-4.459044041,-1.473704745,-1.319922873,0.646353689,2.816030267,3.549931907,5.230818191,6.564377459,10.17859523,11.38696322,13.03994646,16.94465383,19.65703604,22.44676754,24.8067807,27.97695618,32.23918922,34.58201364,37.25715359,39.23672277,41.96858554,42.72087912,43.86736767,45.54613401,45.79537065,48.28831002,47.93193027,48.41321482,49.00106951,47.61909531,48.5152013,49.2239501,49.08987797,48.16569705,47.99495562,49.27379742,49.06867853,48.9781512,47.92906548,47.57956122,46.67543382,45.4607633,44.64315252,44.976041,44.52970688,43.00964985,42.75009997,S8,S14,L8,L19,13,0
B73,S2_B73-15July_B4_B3_B2_A6_A3_A2_A1.csv,S2,B4,2.34505896,2.782225757,3.299835829,3.431157756,3.105202066,3.312899267,2.946435461,4.359177497,5.950166702,6.476141958,8.148032805,9.865760274,11.58348774,13.03593575,13.83463892,16.12131348,20.19848115,21.91907341,24.80907253,26.97542595,30.13987186,32.72505743,35.8980977,38.93248218,41.31312182,43.25945945,47.19682542,49.78086507,51.48942522,54.90138889,56.36300422,59.24383602,60.02305862,64.52650689,65.82712108,67.00168456,65.07081679,67.96998324,68.14760015,67.34545924,68.80077204,69.9294989,69.018496,70.12430455,70.15868201,71.45929621,71.81453004,72.49634982,72.36456953,72.77709914,71.6426427,72.57083433,70.97801166,71.25876098,71.61972439,70.74882854,71.83744835,71.33897507,70.25608484,70.54829331,69.90085101,S7,S15,L7,L19,13,0
B73,S2_B73-15July_B4_B3_B2_A6_A3_A2_A1.csv,S2,B3,4.683299722,5.318709916,6.116897421,5.187445286,5.207326921,5.327017804,5.170256552,5.924956559,6.507081679,8.378934796,9.402237418,10.22271298,11.41446519,12.10201455,13.61519609,14.94445817,15.76206894,17.44771078,19.21299374,21.05677193,22.90914448,23.96395978,25.80601909,27.26591555,28.42844692,28.60434496,29.81328591,31.68399311,33.05851886,36.27911463,35.51364302,37.82552772,37.06635864,38.62652272,38.79669118,40.26747384,40.37977357,41.76976918,42.60055798,41.43401591,41.87118271,42.9248521,42.24131345,40.34482314,42.38741768,40.92293756,41.51308409,41.40479507,40.52702372,39.78160563,38.55719482,37.71838461,39.71227774,39.10952614,39.15249797,40.5109809,39.42236109,38.50448271,40.64963669,40.44795555,40.07438706,S7,S15,L7,L19,13,0
B73,S2_B73-15July_B4_B3_B2_A6_A3_A2_A1.csv,S2,B2,2.033599102,2.674910762,3.052547245,2.890457485,3.66704448,3.495787395,3.6776442,4.552894527,5.206009118,7.770453618,9.075651475,10.55159076,12.33406246,13.94693865,15.04415283,18.33407649,19.84152845,21.02640517,23.04780027,25.20384045,26.4941414,30.56156879,32.47925853,34.23537417,35.95711235,36.99588483,38.54974637,40.06120904,42.94834337,43.5276037,45.83318586,45.92886982,46.73731326,49.74935239,49.92868818,51.58281734,50.5543581,51.23560491,51.60172495,49.2686408,50.08510566,48.47795905,48.98617261,47.92620069,48.69568301,49.37177321,48.62864695,49.15863291,48.62807399,49.06524079,48.5776537,48.67448357,50.18766511,48.83892246,49.70924535,49.3310932,47.85973759,48.60572863,50.24839863,51.03163194,50.06276031,S7,S15,L7,L19,13,0
B73,S2_B73-15July_B4_B3_B2_A6_A3_A2_A1.csv,S2,A6,-1.038829778,-0.237410792,-0.505732657,-0.659760901,0.914268754,1.309151266,0.510597069,0.751090374,3.571876191,4.025887947,5.727228824,7.19291216,10.29719749,12.4583943,13.93376062,17.10737385,20.34057468,24.98783536,28.9269202,32.0100061,34.39236461,37.64561897,42.40059571,44.85915761,48.86126781,52.4439729,56.0157918,59.2209177,62.30916022,63.76447302,66.09068167,69.41383688,71.774423,71.82025962,74.23241194,75.89971912,76.06587688,76.35808536,78.48375878,79.86458706,80.12241807,80.62089135,81.55481256,81.54908298,82.20798445,81.98453091,81.89285766,81.68086327,80.83288574,78.74731936,77.95663761,76.51278396,74.51889083,73.4360006,70.69153276,67.4600508,66.05057462,62.67012363,60.28088963,57.73122744,54.96957086,S7,S15,L7,L19,13,0
B73,S2_B73-15July_B4_B3_B2_A6_A3_A2_A1.csv,S2,A3,2.375081948,1.308291829,2.425502234,2.508065452,3.606310954,3.310091774,3.291241463,4.663475382,4.363933047,5.479424578,7.324692453,9.407394038,10.43298849,12.6279898,13.35335437,15.26130383,17.44656486,18.36329733,20.34057468,21.67384747,24.2338229,26.25579096,29.20308586,31.05488545,34.61295336,36.67961213,39.9775572,41.99436864,45.1485013,46.92696229,49.68861887,51.06715532,53.79787217,54.74038775,57.30723867,59.04330079,60.06889524,61.31794323,62.90503633,63.31183636,65.2770816,64.57807309,65.12811257,66.17089576,66.02765631,66.61780284,66.5490479,68.09030437,69.26486785,70.29046231,69.20757207,68.85806782,68.136141,67.24232684,66.54331833,65.50626472,63.46653497,62.65866448,60.99708687,60.85384742,58.63077118,S7,S15,L7,L19,13,0
B73,S2_B73-15July_B4_B3_B2_A6_A3_A2_A1.csv,S2,A2,0.937244361,1.580160303,1.516733875,1.216962357,0.752580064,0.491156611,1.878614019,2.111349475,3.683316482,5.468652971,6.394208994,9.035544429,10.22615073,12.11863032,14.09877246,16.4605045,19.26971657,20.2643713,22.6129253,25.05773621,28.16889704,30.47390625,31.80717904,36.12384307,37.92522238,41.16587166,43.92752824,46.05148278,47.7508756,50.65691754,52.211925,53.01120112,54.37827842,57.39891192,57.54215136,57.12274626,58.10365,55.6926436,54.81372634,54.5089128,55.1007782,55.16552243,55.37522498,54.19493193,54.18232685,54.54443618,55.1374475,55.07556806,54.83950945,53.76120287,54.17201361,53.6563516,53.13152226,53.00432563,51.79882243,51.43212944,49.34828194,48.39430721,48.29518551,47.1847933,46.10705969,S7,S15,L7,L19,13,0
B73,S2_B73-15July_B4_B3_B2_A6_A3_A2_A1.csv,S2,A1,-7.760140377,-8.233976474,-7.987031664,-7.458764577,-8.659111158,-6.801581986,-6.523124498,-5.574077206,-4.042331836,-3.259499601,-0.685486706,-0.484664999,2.364539525,3.077929275,4.864640864,7.591690785,8.635619888,10.71431077,13.40663945,14.73704745,16.55848028,19.74355266,23.37094846,25.30067032,28.15686493,30.97696319,34.6559252,37.17980428,39.87958141,42.52893826,43.56370004,47.97146436,48.42524693,50.49075978,51.19721674,52.96822929,55.28183286,54.54443618,56.10631913,55.81525657,54.73637704,54.69741591,55.56601993,56.4827524,57.54215136,56.85001835,58.21251199,57.38172318,59.61052901,60.2866192,60.06889524,59.59334027,61.26637703,61.32940239,61.51274889,61.83360525,61.28356577,62.40083347,62.20029824,61.4038869,62.16592077,S7,S15,L7,L19,13,0
B73,S2_B73-15Sep_B6_B3_B1_A6_A5_A3_A2.csv,S2,B6,17.1079468,14.65683336,14.14346317,14.56172236,15.54033428,15.8875467,15.61309992,18.7683785,18.33808719,19.97846536,24.34554967,27.66755897,31.3705852,33.58506708,35.70501092,38.0810669,41.08279278,42.30376585,48.02016577,48.24934889,50.57154683,53.56697018,57.78852322,59.78241634,61.47264184,63.05973493,63.41496877,65.28854076,64.58953225,65.04789848,67.83820294,64.1598139,64.03949276,65.88441686,66.65218031,64.40618575,65.47761683,64.96195481,64.72131254,64.87601114,64.57234351,61.93100808,62.73314899,62.33780811,61.30648408,59.25529517,57.77133448,56.67240143,56.38534958,56.108038,54.49859956,53.32632791,53.11547944,52.18786077,52.94187323,52.41990868,53.20371494,52.958489,56.01063518,55.77400361,57.92603309,S9,S15,L9,L21,13,0
B73,S2_B73-15Sep_B6_B3_B1_A6_A5_A3_A2.csv,S2,B3,8.840738779,7.789934183,9.45380362,9.611367013,8.010522934,10.72978063,9.511099399,9.987800285,10.05598226,12.46756162,16.45191013,16.28460645,22.61235234,21.18797926,23.78691582,25.61808894,29.26439234,34.81119676,37.11792484,38.65860835,43.06350788,43.57630511,46.0199701,46.43536451,48.91512584,52.88686928,53.04557859,53.58931554,52.67773968,55.90521094,54.92889086,58.3901289,59.21518813,60.12046144,59.85117128,58.92297965,60.06889524,59.05475994,59.04903037,58.71671485,58.63650075,58.63650075,57.41037107,57.67393166,56.37331746,56.14298843,54.59657534,53.39279101,52.62961123,51.22643759,51.04824771,50.11088876,49.0257067,48.44415454,48.07459676,46.99915498,47.92791956,46.54995607,46.99285244,47.44606206,47.11890316,S9,S15,L9,L21,13,0
B73,S2_B73-15Sep_B6_B3_B1_A6_A5_A3_A2.csv,S2,B1,0.290844836,2.068778711,0.04523731,0.900002105,3.110014912,3.576402557,3.209881456,3.482494775,3.254113797,6.771788181,6.829656918,8.385237332,13.45877861,14.82757478,17.21508991,20.08675438,21.29512237,22.74814334,22.5246898,24.56728434,26.72733523,29.06500303,32.96971041,33.76153808,37.034273,38.80585851,41.04841532,40.08813805,41.54287789,42.47450727,41.94795905,41.65231283,43.37118622,43.91549612,45.75010698,46.04632616,46.61928396,46.22852674,45.4023216,45.9643932,45.21553736,44.16874347,44.44777392,44.96229002,43.97451078,42.73176532,44.37042461,42.73119236,44.32057728,41.62137311,40.51728344,43.34998678,42.75411067,43.67599977,41.25124238,45.68708163,47.74457307,46.84904003,49.57345435,50.28850568,49.55053604,S9,S15,L9,L21,13,0
