Genotype,File,Batch,Replicate,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,Solar.month,Solar.day,Lunar.cycle,Lunar.day,Hour,Minute
Mo17,S3_Mo17-18July_F2_E1_D6_D5_C3.csv,S3,E1,5.152552156,4.011105636,3.68537913,2.589597347,3.70520347,2.96138966,2.648382816,4.695561018,5.748485559,7.269115547,10.58138456,12.51511712,14.97654381,17.2248302,20.63736682,22.88221546,25.17232777,27.62401418,28.57741595,31.82035707,32.50790642,32.94163547,34.48174603,34.54878209,34.75332802,35.14122045,35.78121431,34.9870948,34.40668856,34.26058432,33.78560231,34.10015614,34.91604804,34.63472576,34.90115113,33.9729595,35.45978498,35.29018948,35.31482666,35.59099232,35.00371058,35.68209261,34.84901197,35.93935066,35.12976129,34.98193818,35.77834952,33.58392116,33.69622089,31.81118974,32.38357458,31.07780377,31.07894968,30.51344034,31.06519869,31.42902689,30.54552597,31.05946912,30.61943753,31.2823497,30.99357897,S7,S18,L7,L22,13,0
Mo17,S3_Mo17-18July_F2_E1_D6_D5_C3.csv,S3,D6,1.45680249,3.041775639,2.107396066,1.368853468,1.917059487,3.048823019,3.090075981,3.98010862,5.225375092,7.184890751,9.612512929,10.64154513,13.36595944,16.39633322,19.61864786,22.49317712,25.12477227,28.39464241,30.37191976,31.95901285,36.98614455,38.82648499,41.66148016,45.29460554,48.22814945,50.84312882,51.74267256,55.73905318,56.10345434,57.33588656,59.63344732,61.98830386,61.00281645,62.13727288,60.06889524,62.43521094,62.3148898,63.67279977,62.87638844,63.45507581,63.62123357,65.16821962,63.77593218,63.94208994,63.27745889,63.85041669,62.30343064,63.70717724,62.87065886,59.72512056,60.88822489,59.98295157,59.08340783,57.3759936,58.65368949,58.98027543,58.55055708,59.85117128,58.95735712,60.95697982,60.37829245,S7,S18,L7,L22,13,0
Mo17,S3_Mo17-18July_F2_E1_D6_D5_C3.csv,S3,D5,2.697542595,3.309404225,5.053946119,2.339673156,3.578236022,3.992885578,5.751350348,6.997533552,6.703606203,8.974810903,10.44387469,11.21507588,15.11749142,15.90874614,18.00749054,19.89710535,22.35967795,25.08351931,26.68493635,30.31462398,32.72161968,34.74072295,37.72812489,37.59290685,38.28389396,41.91530046,42.34329993,42.17026668,43.26862677,41.21801082,43.32477664,41.61736241,40.55223387,42.43096248,40.7567798,40.11678594,39.42407997,40.27549525,40.59463274,39.86181972,40.52587781,41.08164687,40.87710094,41.98520131,41.61507058,42.55644023,42.1605264,43.58146173,42.79077997,42.1238571,42.61488193,43.32477664,41.90727905,42.45273487,42.05223737,42.1645371,40.75219614,40.09214876,41.94624018,40.32419666,40.17923834,S7,S18,L7,L22,13,0
Mo17,S3_Mo17-18July_F2_E1_D6_D5_C3.csv,S3,C3,-0.405298885,-1.268585854,0.945666841,1.185736157,1.267955601,1.113944545,2.322484423,4.053790992,5.167506354,8.760524688,10.3161051,12.64231375,15.7219619,17.68892601,20.68492232,22.59974727,27.58906375,29.53196363,31.26229618,37.15688597,40.26346314,41.33202943,43.35285157,46.2548828,47.4861691,49.2061884,52.1236895,53.38878031,53.90100458,52.7888935,55.13229088,53.66322709,54.02992008,55.43423964,52.94473802,54.07060008,56.02266729,54.77304634,55.97052813,55.71498896,54.90539959,57.06258569,54.83549874,55.47434668,52.51616559,53.33549523,52.27896106,51.44817226,50.84542066,50.1687575,50.06906284,50.8855277,50.67066853,51.2018004,52.12311654,52.4439729,52.82212505,53.41456341,53.34523552,54.48255674,53.58358596,S7,S18,L7,L22,13,0
Mo17,S3_Mo17-18Sep_F6_D7_D2.csv,S3,F6,-16.81631129,-18.70764497,-15.85947177,-16.16256644,-18.24240324,-17.54969726,-16.28747124,-18.07911027,-16.80599805,-15.39193821,-13.54816002,-14.18643501,-14.20075895,-10.69425725,-8.66369482,-9.823934355,-7.187182582,-7.939476167,-6.284201097,-6.129502492,-4.259826615,-3.233315429,0.637702026,2.772313588,2.228462048,3.962289632,5.307365352,4.359120201,7.723471078,8.918661039,8.157200129,10.10353776,9.118050352,11.52962971,7.970988846,10.34933665,10.00155127,11.50327365,9.986081411,10.46392821,13.91714484,11.78746072,13.97214879,14.15205754,12.45094585,15.73915063,12.81420109,14.30962093,15.24697989,15.1598903,15.11519959,17.65855925,17.88373166,17.97597786,18.05733787,18.0080635,19.72521801,19.90168901,19.85012281,22.23591907,21.22292969,S9,S18,L9,L24,13,0
Mo17,S3_Mo17-18Sep_F6_D7_D2.csv,S3,D7,2.821072296,4.305835126,2.578883036,3.362116342,4.214792133,2.207491793,1.556783625,2.852012017,3.348823721,3.37340361,3.101821615,4.156808804,6.088249531,7.226143712,5.654234001,6.995241721,8.111936463,9.209150641,9.996394652,9.885240839,12.02867595,13.16485126,15.10545931,16.60317099,17.67402911,21.5621207,21.71739227,22.71376587,22.73210052,26.16125293,25.97905235,26.42882422,28.19811789,27.5776046,28.54704918,28.12477929,27.81996574,28.17118887,29.65228477,30.04934452,30.17940594,31.47257169,31.03196714,30.99873559,31.50580324,31.71378692,31.81520045,33.51573918,33.30832846,34.41642884,35.07017368,35.13606383,35.12345876,35.45233653,37.57113446,37.42159247,37.4238843,38.99665345,40.83985868,40.77568741,41.07878208,S9,S18,L9,L24,13,0
Mo17,S3_Mo17-19Aug_F5_F3_E1_C4_C3.csv,S3,F5,2.321453099,2.54462016,2.207090723,2.233790556,2.496663592,1.339747212,2.108312799,3.048536541,4.213932696,4.824591114,6.625110985,7.620911633,9.489899961,11.10850573,13.13505745,15.84572078,19.05256556,21.03729136,24.04188204,26.97485299,29.77317887,31.8742151,33.43896284,34.79228915,36.27911463,37.20787922,38.61620948,39.22755544,41.22889702,41.94108356,41.54115902,42.63780024,42.10093879,42.69337715,43.11450113,43.14257606,43.28696142,43.8329902,43.6782916,44.24265502,44.27072996,45.44643935,45.88303319,45.5787926,45.40060273,46.28009294,46.52302705,45.95637179,45.5638957,45.73406417,45.91970249,45.74552332,45.34158808,46.22107829,45.39086245,45.05224439,45.64353683,45.55358246,45.87100108,45.6045757,45.13245848,S8,S19,L8,L24,13,10
Mo17,S3_Mo17-19Aug_F5_F3_E1_C4_C3.csv,S3,F3,0.956553039,0.625612617,-0.769253136,0.555150267,0.778706939,-0.561498639,2.137934717,3.965097125,4.209234442,6.493330692,9.069921897,10.00097831,13.12589013,14.22711501,15.65206105,18.69790469,19.55963321,23.58752651,22.72808982,26.44658591,26.81614369,28.31385536,27.87439673,30.49395977,31.33105111,30.66928486,31.65362635,30.97467136,33.28483719,32.59900671,34.84099056,36.41547859,35.5165078,36.19145209,36.01841883,37.85933223,37.034273,37.43305163,38.92732556,39.05624106,37.47029389,38.87805119,39.08488895,36.77701495,36.81425721,37.58488544,37.11276822,35.19966214,34.7183776,36.27338505,34.61123449,35.7663174,35.89580586,33.88930767,33.80852062,35.38701934,35.20596468,32.97085632,33.10320957,34.196986,33.86123273,S8,S19,L8,L24,13,10
Mo17,S3_Mo17-19Aug_F5_F3_E1_C4_C3.csv,S3,E1,-4.422833108,-6.051580232,-4.025601469,-5.753069221,-3.988416508,-5.08299508,-2.498611649,-2.295727294,-1.820458802,1.367592961,2.544276385,5.955323323,7.836916722,11.58234183,13.04567604,14.48437306,17.12456258,19.19236726,21.3083004,20.79607613,23.31594452,22.46395627,24.99757564,24.10089669,25.56365795,25.00846184,25.01018072,25.32874525,26.34402646,27.52260065,27.05850483,26.02603489,26.18302532,27.55354037,26.83619721,26.13088616,24.87553563,25.48401681,25.10930241,24.22809332,23.77373779,23.10738788,23.14749492,24.50483194,23.38355353,24.80391591,24.75979816,24.41315869,24.14444149,24.12897163,25.17175481,24.37477052,23.53080369,23.84650343,23.61732032,23.96109499,22.7636132,21.51456521,22.41926557,22.56995347,21.06307446,S8,S19,L8,L24,13,10
Mo17,S3_Mo17-19June_C5_C3.csv,S3,C5,1.104089671,1.411653416,2.549490301,2.022827496,3.450466434,2.586675262,4.445121166,5.788019646,6.155285593,9.397080798,9.118050352,12.01492496,13.21126084,15.78556021,17.09133103,17.78460996,18.70478018,22.40264979,23.8917671,24.5351987,25.6009002,28.05144069,29.00770725,28.68054835,27.82569532,27.6658401,28.21874437,28.17233479,27.11064399,28.06920238,27.11007103,28.32302269,28.33219001,29.56462223,29.63051238,31.18437392,30.8600798,32.05985343,32.45061064,33.30202593,32.45232952,34.35569531,32.65802136,32.68437742,32.50847938,32.64656221,33.27108621,32.70557686,33.70080455,34.04286036,32.58525572,34.68113534,34.99740804,34.62785026,37.18209612,38.3566596,38.77262695,39.59081069,39.53580674,40.35857413,40.24283666,S6,S19,L6,L23,13,0
Mo17,S3_Mo17-19June_C5_C3.csv,S3,C3,-25.155712,-25.42328329,-25.58714921,-23.72962004,-22.87190222,-22.31613316,-21.32090547,-20.10107833,-18.91276386,-18.14156267,-12.99983941,-12.62054135,-10.09780818,-6.736264797,-5.601235405,-0.690070368,2.176609368,7.711438965,12.61939544,11.11366235,16.17116081,18.66467313,19.37743263,22.33618669,22.17633146,22.89653941,27.28195837,25.68455204,27.93570322,33.26249184,33.27738874,31.73269453,33.07857239,28.9120233,31.82608665,29.89693775,20.88431163,20.38813018,20.16754143,19.10413176,19.55791434,19.30523995,19.31211544,18.97521626,18.63602524,18.27334296,19.0004264,18.15588661,17.30275246,16.36711238,15.68643852,14.86252521,12.99353688,11.83272439,11.77027199,11.11022461,11.29987364,11.19616827,12.20056329,12.96087828,14.79090548,S6,S19,L6,L23,13,0
Mo17,S3_Mo17-20July_F7_F1_D6_D4_D3_C4_C1.csv,S3,F1,-4.135895844,-3.819164775,-4.537940329,-4.08341291,-4.451079927,-5.362999554,-4.137843901,-3.766108883,-2.747103445,-1.626741772,-1.404090373,-0.011864237,2.826572691,5.027761948,6.464109845,8.769119054,11.2351294,13.57451608,14.97310606,16.98877158,19.18434585,20.07128452,21.81536805,23.11827408,23.92557161,24.62400716,25.36999821,24.97293846,25.79685177,25.39520835,25.96243657,25.9607177,25.37630075,25.85013684,25.90571375,25.09154072,25.16774411,24.2853891,24.92595592,24.20231022,23.9215609,23.45689213,22.41926557,22.5504729,21.23553476,21.72484072,20.92499164,21.89214439,21.56727732,21.5540993,23.21911465,22.80142842,23.61445553,23.74852765,23.70097215,22.60146614,21.9694937,22.75387292,21.94428355,22.17232076,20.97254713,S7,S20,L7,L24,13,0
Mo17,S3_Mo17-20July_F7_F1_D6_D4_D3_C4_C1.csv,S3,D6,0.675574536,1.386844343,0.146310503,1.484533647,1.123054574,1.187340439,1.399850485,2.427851361,4.400201275,3.606310954,6.188517145,6.488174072,7.473088522,10.75785556,11.57432042,12.84857856,15.8319698,17.33770288,20.20077298,23.25291916,26.14177236,27.53864347,31.52471085,33.84461696,36.49168197,39.57591378,41.16415279,44.85915761,46.53849691,49.21191798,49.78201099,52.3001605,52.76081856,54.27915672,54.04940065,56.46728254,56.98523639,58.18959367,58.54482751,59.18654024,59.83398255,60.33245583,60.63612346,60.53299106,60.40121076,59.70793183,60.24078258,60.46423612,59.55323323,60.48142485,60.30380794,60.27516005,59.59334027,60.34391498,59.86263044,59.15216277,59.58188112,58.79119936,58.30991481,57.57079925,57.30150909,S7,S20,L7,L24,13,0
Mo17,S3_Mo17-20July_F7_F1_D6_D4_D3_C4_C1.csv,S3,D4,-3.466509252,-2.661388958,-1.962838815,-1.225499428,-0.809417477,-1.854492495,-1.192726242,0.550125427,0.751147669,2.588279544,2.124527504,6.120335168,6.120908125,9.136385001,11.16064489,12.22520047,16.72463804,17.01226285,17.91467138,19.37342193,22.4473405,23.26609719,25.30697285,27.85949983,30.1324234,33.53521975,34.22219615,33.93514429,36.40860309,38.59157229,39.30948841,39.49054307,41.24264801,41.76346664,42.77645603,41.74054833,39.64065801,42.01671399,40.56025528,42.18287175,39.60513463,42.72431687,42.24990781,42.49627966,43.29842058,41.70788974,38.85226809,42.01957878,41.20483279,38.5995937,39.00811261,37.73442743,39.54841181,38.54287088,37.31387641,36.27109322,35.21226722,35.19679735,34.42731504,33.41031495,32.47066417,S7,S20,L7,L24,13,0
Mo17,S3_Mo17-20July_F7_F1_D6_D4_D3_C4_C1.csv,S3,D3,-0.337311713,0.441945266,1.427925417,1.275862418,2.255849431,0.028890251,0.979127576,3.081252431,4.705129414,6.152993762,6.495622523,8.610982703,9.8382583,12.25957794,15.75003683,18.055619,19.68854871,21.58045535,22.33847852,26.03348334,28.19066944,31.21130293,32.35034303,34.45367109,36.9202544,37.00104145,39.83202592,40.319613,42.37022895,44.37901898,46.22680787,45.1851706,46.87768792,48.5994261,47.99266379,48.25106776,50.43403696,50.30569441,50.07421946,50.2094375,50.82192939,50.49477048,51.86413962,53.19053691,53.89412908,52.33511092,52.93385182,54.69512408,55.11223736,53.25528114,54.90482663,53.83969809,53.63171441,54.08950769,53.50165299,53.22949804,54.18232685,52.94015435,53.97377022,55.4903895,55.91094052,S7,S20,L7,L24,13,0
Mo17,S3_Mo17-20July_F7_F1_D6_D4_D3_C4_C1.csv,S3,C4,9.024085273,7.00841975,8.535352274,7.957810817,8.457430014,8.161210834,9.049868374,11.34857505,11.35831533,13.20323943,10.99391417,12.84055715,15.89327628,18.91963935,19.54530927,20.18816791,22.30238218,26.27068786,28.9011371,31.37287703,35.99779235,40.36946033,40.48405189,43.69032371,46.9974361,48.2396086,48.3753996,49.49037547,46.57516621,46.75622087,44.30510742,44.73253394,43.68058343,41.64257255,40.26919272,38.42083087,38.20138803,39.50142927,39.1765622,37.62613841,39.19890755,38.05585675,37.91605505,37.94412998,36.84175918,35.9427884,34.71493985,34.46054659,32.27184781,33.13414929,31.29037111,31.86218299,30.9700877,30.58907077,29.98058959,28.55965426,31.69144156,28.5075151,28.03539787,27.26706147,14.33540403,S7,S20,L7,L24,13,0
Mo17,S3_Mo17-20July_F7_F1_D6_D4_D3_C4_C1.csv,S3,C1,2.170536015,2.016696847,0.710696849,1.138868209,1.99629955,3.527815736,3.372486878,4.460247252,4.034482314,8.038597866,8.274656477,11.12741334,11.59781169,15.31000524,15.64575851,19.63526364,19.38087038,23.36693776,26.84937524,28.38146438,32.50733346,32.27356668,34.46398433,39.10608839,38.72277963,41.99150385,42.9873045,43.68115639,44.12749051,45.90079488,45.33872329,46.04116954,45.50946471,47.01634371,44.60075365,46.43880225,45.9386101,49.54652533,46.08414138,49.20848023,46.75049129,49.55569266,47.65404574,50.19396764,49.04003064,46.63188903,47.77952349,49.27838109,45.4607633,46.79861975,45.43326132,45.17485736,43.85590851,43.47947524,42.63550841,45.10323763,42.99761774,42.46533994,42.23042725,43.39353157,41.84654553,S7,S20,L7,L24,13,0
Mo17,S3_Mo17-21June_E7_E5_E4_C3_C1.csv,S3,E7,2.727852063,4.231465204,2.928387291,2.714731329,4.269566898,4.041758878,4.991780199,6.131794323,7.089206799,8.422479588,11.04662629,9.704759134,11.28554969,13.72291215,15.6268509,18.59821003,19.68568393,25.37114413,28.17519958,29.87000873,32.15439146,34.97277086,35.56578217,41.01231898,42.74322447,44.75659817,45.10495651,47.68785025,48.23273311,52.08873907,52.02514076,51.13075364,52.93327886,53.23981128,53.49420454,51.47968493,53.87464852,54.18920235,56.78813891,56.16705266,54.5129235,54.69283225,56.14986392,53.52285243,54.23389306,53.63400624,53.91246373,51.03105898,51.50775987,50.07192763,51.723192,51.65099932,49.632469,51.74381848,51.94148892,49.51902336,51.18633054,50.86089052,50.27017103,49.01367458,50.3452285,S6,S21,L6,L25,13,0
Mo17,S3_Mo17-21June_E7_E5_E4_C3_C1.csv,S3,E5,2.854475735,3.645787746,3.843286298,3.917770812,4.131655956,3.198766074,4.274437039,4.080032459,4.701347892,6.19768447,8.181264357,8.547957346,8.733022713,11.28784152,11.75251029,12.23150301,13.74067384,14.13314993,15.4939247,16.8174572,18.07968323,18.10833112,18.8864078,19.72865576,19.83980957,19.86731155,20.86540403,21.6830148,22.6129253,22.66621038,21.64290775,21.46930154,22.36139683,22.56938051,21.18224969,22.56193206,23.24489775,24.83943929,23.99432654,24.61082913,25.2072782,26.21167321,27.55640516,27.45842937,28.73096864,28.58085369,30.44525836,30.1948758,32.08162582,31.24625336,33.39828284,32.48441515,34.24167671,33.3037448,34.27318939,34.03483895,34.4101263,32.34174866,32.83621124,33.16451606,33.23957353,S6,S21,L6,L25,13,0
Mo17,S3_Mo17-21June_E7_E5_E4_C3_C1.csv,S3,E4,1.058539527,1.662723521,0.937358953,1.928060276,1.477371675,3.237498021,4.801500915,6.179922778,7.050818627,10.36136877,12.07737736,13.39632621,14.59667279,16.17287968,18.34037902,20.44542596,23.56288932,25.34306919,25.68627091,26.37038252,25.55678245,27.14674033,27.151324,24.90361057,24.90189169,22.98362899,22.3333219,21.94084581,19.68625688,19.29206192,18.35814071,18.50596382,19.15397909,19.26857065,20.50902428,21.69905762,21.92652186,24.84001225,26.1154163,26.7250434,29.00312359,28.61122046,30.22237778,31.50752211,31.97963934,33.72429582,34.01593134,34.23308234,36.06597433,34.48575673,35.31826441,36.32609717,34.68400013,36.00352193,34.72926379,35.81215403,33.3513003,33.55928398,34.61008857,34.23422826,33.82685527,S6,S21,L6,L25,13,0
Mo17,S3_Mo17-21June_E7_E5_E4_C3_C1.csv,S3,C3,1.616485827,-0.022539014,0.379595998,0.742438711,-0.162015276,1.183157847,0.80408897,2.579226811,3.311352281,4.493306917,6.331756594,7.198641738,7.347610765,9.04585767,11.53994295,12.90530138,14.458017,16.77219354,19.2760191,20.82014036,22.78080193,25.04856889,25.40093793,27.14387554,27.58276122,28.26343508,29.26038164,26.29990871,26.85052115,26.34975604,25.49261118,23.05696759,21.46815563,21.46586379,20.77544965,20.57434147,20.64596119,19.69313238,19.09095373,19.98362198,21.3925252,20.74279106,22.46796698,20.7422181,22.88794504,22.51781431,22.23076245,24.70937787,24.61999646,24.6343204,23.51762566,24.25788713,24.87209789,24.54723082,24.05104937,24.41086686,23.90437217,24.4578494,23.97026232,24.18512149,23.58580764,S6,S21,L6,L25,13,0
Mo17,S3_Mo17-21June_E7_E5_E4_C3_C1.csv,S3,C1,4.311335521,4.754518376,3.909004557,4.205968582,3.35386575,1.791352546,4.641531098,3.641318675,5.039851358,5.131925675,8.129698155,11.80293058,11.54968323,17.04950511,18.04244097,21.70994382,23.8510871,24.93225846,32.15209963,33.03674647,33.45729749,37.03885667,37.05547244,41.76289369,41.71132749,41.50391676,45.40633231,48.46248919,48.40404749,49.14831967,46.67428791,50.29308934,51.56792044,50.44606907,50.78755192,51.13648322,52.14488893,50.16302792,52.74420279,53.94970599,49.98311917,54.31238827,55.09161088,56.46384479,57.86873731,57.13535133,55.99344644,55.92354559,57.78279364,58.63077118,58.79119936,56.91877328,56.58359297,56.32518901,60.03451777,60.24078258,54.50375618,59.54177407,57.41037107,56.51082733,54.30379391,S6,S21,L6,L25,13,0
Mo17,S3_Mo17-15Sep_F4_F3_E2_D8_D6_D5_D1.csv,S3,F4,4.325888649,4.603715884,3.657533381,3.666872593,3.88087233,4.306121605,3.799225844,5.753642179,6.77980959,8.18298323,10.79853556,11.47347985,13.49659382,14.79319731,16.59973324,17.14862681,19.71662365,21.88183115,23.72847413,25.51782132,28.00102041,30.15362284,31.99568215,34.17234882,35.04037988,35.1486689,36.66815297,38.34863819,37.41242515,36.77243129,37.72697898,38.44317622,37.01651131,36.79764143,36.14504251,36.77529608,35.60417035,36.28427125,34.97964635,34.52815561,34.30928573,34.54076068,34.72525309,35.37154948,34.67769759,35.20997538,34.27548122,35.19106778,35.35951737,34.81749929,35.69698951,34.88625423,35.9605501,35.94336136,36.36620421,35.64714218,36.51517324,35.83507234,35.86887685,36.15478279,35.56234443,S9,S15,L9,L21,13,0
Mo17,S3_Mo17-15Sep_F4_F3_E2_D8_D6_D5_D1.csv,S3,F3,0.955006053,-0.008527904,1.389136174,1.296145124,1.597463629,1.443509869,2.333828987,2.857913482,3.826498635,4.599475996,5.607652533,7.330994989,9.891543375,11.46545844,12.90186363,15.0240993,16.01703516,18.98610246,20.93759671,23.13775464,25.25540665,26.77030706,27.66240235,29.69926731,31.12936997,32.70729574,33.17196451,33.32265241,34.5825866,35.2626875,35.8098622,36.34213999,34.91490212,35.89924361,35.82304022,36.83660256,37.89542857,38.1693024,38.00027985,37.48920149,37.80776603,38.78866977,38.37728608,39.25448446,39.00123711,39.23958756,39.67560844,40.10017017,39.82285859,40.23252342,40.41529695,39.97698424,40.46743611,40.18153017,40.18554088,40.1213696,40.51384569,39.48939716,39.49913744,39.85609014,40.31388342,S9,S15,L9,L21,13,0
Mo17,S3_Mo17-15Sep_F4_F3_E2_D8_D6_D5_D1.csv,S3,E2,5.073942346,5.798332887,5.654921551,5.38110502,6.588441686,5.325069748,5.812656832,7.164837228,8.826414834,10.18260594,10.72576992,11.54051591,13.83807667,15.74717204,17.96566462,19.43816616,20.051231,23.31537156,26.32397294,29.18475121,29.59327012,33.85034654,36.7586803,38.69699653,39.34501179,42.21323851,44.91931818,45.12787482,47.45694826,47.45064572,49.50298054,50.11547242,51.15481786,51.546721,50.88896545,52.04519428,54.09409135,53.72052287,52.99229351,55.61758613,54.30952348,56.95486962,55.82270502,57.38172318,58.20678241,57.1548319,59.57042196,58.36721059,59.83971212,60.29234878,60.33818541,61.12313758,62.04559963,60.15483891,62.71023068,60.84238826,61.37523901,63.95927867,62.51542503,62.7560673,63.33475467,S9,S15,L9,L21,13,0
Mo17,S3_Mo17-15Sep_F4_F3_E2_D8_D6_D5_D1.csv,S3,D8,-1.658082563,-2.714903216,-3.014961214,-2.049126259,-1.312818196,-2.839636128,-0.733328682,-1.240740105,-1.232317626,0.183197525,1.488716239,4.13079652,3.894222246,6.210862499,7.24218653,9.21717205,11.76339649,13.00098533,13.87130822,16.52868647,17.22712203,19.4335825,21.32606209,20.6173133,22.00387116,23.45001664,24.51686405,25.09898917,24.33924714,25.97504164,24.81881281,26.34517238,25.05544438,25.11675087,24.96720888,24.91736155,25.40208385,24.93397733,25.15055538,25.86847149,25.58543034,25.43875315,25.35682018,25.23879088,23.37209438,24.4945187,24.40055362,24.38794855,23.32167409,24.49394574,24.16678684,24.52488546,24.62056941,24.62629899,25.35051765,23.99948316,24.66354125,24.53577166,25.39520835,25.16029566,25.33161004,S9,S15,L9,L21,13,0
Mo17,S3_Mo17-15Sep_F4_F3_E2_D8_D6_D5_D1.csv,S3,D6,-5.923810644,-5.682194342,-5.543996921,-5.301578478,-4.02898192,-4.644968845,-4.099455728,-4.147985254,-2.403844429,-1.577639289,-2.120745983,-1.072978063,0.432743564,1.697960426,3.084460994,3.621895406,6.394208994,7.552729655,9.796432381,12.1461323,12.93509518,14.64422829,17.99832322,19.86501971,20.40875666,21.72083001,23.06670787,26.15093969,25.89253572,26.36579886,28.48918045,29.18245938,31.16489335,29.7239045,29.67692196,30.6469395,31.49778183,31.01535137,32.40190923,30.59193556,29.635669,30.69621387,32.00141173,32.39503374,33.76325695,34.04400627,32.95194871,34.15917079,35.58698161,34.84958493,36.2034842,34.80775901,36.15363687,37.34768092,35.48384921,37.65364038,36.94030793,35.36009033,36.22582955,37.18725274,36.82686228,S9,S15,L9,L21,13,0
Mo17,S3_Mo17-23Sep_F5_E7_D6_D5_D4.csv,S3,F5,-1.347138368,-1.894083879,-2.344486002,-2.322770901,-1.869446694,-1.909267261,-2.030619722,-0.098583118,0.375969176,1.069024654,2.408886458,6.769496349,7.785923478,10.07030621,12.70591206,14.36634376,18.24011141,20.07987889,22.9251873,25.72294021,28.8644678,31.36600154,34.80833197,37.59004207,41.75945594,43.07668591,46.51901634,48.01844689,49.14602784,51.40405451,52.78144505,54.05226543,54.76387902,56.37790113,56.17621998,57.07289893,57.36453445,58.16094578,60.22932342,59.54750365,59.67928394,58.64223033,58.72244442,60.7564446,59.66209521,58.59066413,59.98295157,59.70220225,59.53604449,56.91132483,57.56506968,55.60383514,54.84065536,54.04768177,52.94416506,50.21745891,50.32402906,47.93594097,47.64086771,45.27283314,43.11564704,S9,S23,L10,L1,13,0
Mo17,S3_Mo17-23Sep_F5_E7_D6_D5_D4.csv,S3,E7,-7.132751592,-6.619954365,-7.039932429,-6.821062551,-7.365945414,-5.456620858,-5.671537327,-3.000637269,-2.685739665,-0.802255505,0.962569096,1.360373693,2.852355791,3.819852324,3.71591778,4.699285244,6.539740274,6.009754313,7.800247423,6.898984811,7.884472219,9.036690345,9.463543902,8.478629452,9.734552939,9.907013236,11.49525224,10.93203473,11.50441957,13.8294823,14.14231726,14.21107219,14.78001928,16.00500305,15.70591908,17.76226461,19.13908219,19.54015265,20.60814598,21.92938665,23.90036147,24.748339,26.81270594,26.94104848,28.36255677,28.64044131,28.79743174,30.09632706,30.77642797,31.47027986,30.79476261,31.31271646,31.85072383,31.50752211,32.21111428,32.88376674,32.31023598,32.55603488,32.09423089,33.15477577,33.17024563,S9,S23,L10,L1,13,0
Mo17,S3_Mo17-25Aug_F7_F5_E4_E3_E1_C8_C4.csv,S3,F7,7.238748784,8.266635068,7.565907685,7.452462041,7.140200043,7.092644546,8.278094224,8.971373156,8.705520739,9.688716316,9.640014903,10.47538737,10.89078177,11.88257171,11.72099761,13.69827497,13.91485301,15.23437481,14.42994207,17.70840657,16.53957267,18.6950399,18.97750809,20.51246202,18.89958583,18.46471086,20.02372902,20.95363953,21.11521362,21.35470998,20.05696058,22.00387116,22.03824863,21.35413702,21.24355617,20.57033076,21.05562601,19.71605069,20.49527329,21.6612424,23.39443973,22.71491179,22.63011403,23.47522678,22.99737998,24.37133277,24.748339,26.75254537,24.97580325,26.27527153,25.19753791,26.02030531,26.66545579,26.05353686,25.15284721,25.98478192,25.89081685,25.16487932,24.29169164,23.74852765,23.55887862,S8,S25,L9,L1,13,0
Mo17,S3_Mo17-25Aug_F7_F5_E4_E3_E1_C8_C4.csv,S3,F5,-6.707616908,-2.484803366,-4.006006312,-3.804611647,-1.781153898,-0.517816337,-2.111177588,-1.761100375,-1.997731944,-2.522905059,-0.802083617,0.230581135,1.492898831,3.524091511,4.683929975,5.7044824,6.674385355,6.882369035,7.355632174,9.110028943,9.878938304,10.30407299,11.32393786,14.42421249,13.00155829,14.93128014,11.2093463,12.7597701,13.32929015,15.46756864,16.16199349,16.46222337,16.04339122,18.18338859,20.57147668,18.92880668,20.26666313,20.05180396,20.38010877,20.46719836,21.9001658,22.96758618,24.58103533,22.03080018,24.69849167,25.9607177,22.8925287,24.0057857,27.88642885,26.50789239,24.09631303,23.29875578,24.16965163,24.85376324,35.67693599,35.96914446,33.44297354,35.64370444,34.89714043,20.09821354,30.33009384,S8,S25,L9,L1,13,0
Mo17,S3_Mo17-25Aug_F7_F5_E4_E3_E1_C8_C4.csv,S3,E4,-6.858304808,-5.847034299,-6.429159419,-5.477533817,-6.242375178,-6.209143626,-5.557404134,-4.360609891,-5.121841618,-3.188853905,-3.864600328,-3.510627002,-1.13926928,-0.549122751,2.2440465,2.499872156,4.586584446,4.833300072,7.360215836,9.693299978,10.40605948,11.28383082,14.61271561,15.71795119,17.01111694,19.06459768,19.85069577,22.62438446,21.86120467,24.042455,24.66869787,26.70957354,27.1771071,28.07149421,29.39158897,30.93169953,30.89789502,32.10855484,32.21283316,32.85626476,33.31004734,33.66642708,34.58545139,35.07647622,35.88434671,37.07151526,37.65707813,38.71819596,39.84291212,39.21380446,41.5319917,40.97163897,41.51079226,43.85132485,43.04918394,44.80816437,45.24017455,43.69032371,45.12501003,45.38226808,44.31198292,S8,S25,L9,L1,13,0
